prompt,gt,pred,generated_text
"Sentence: Henri told Sue in the drawer that Bill put socks.
Linguistically acceptable: no

Sentence: a pencil with that to write broke.
Linguistically acceptable: no

Sentence: Jason persuaded Medea that she should desert her family
Linguistically acceptable: yes

Sentence: Tami is likely to leave New York.
Linguistically acceptable: yes

Sentence: John tried to be a good boy.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: There soared oil in price.
Linguistically acceptable: no

Sentence: Will put a picture of Bill on your desk before tomorrow, this girl in the red coat will put a picture of Bill on your desk before tomorrow.
Linguistically acceptable: no

Sentence: David constructed a house out of bricks.
Linguistically acceptable: yes

Sentence: Amanda carried the package from Boston to New York.
Linguistically acceptable: yes

Sentence: John is eager.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Odysseus attempted the helmsman to hear the sirens.
Linguistically acceptable: no

Sentence: Enough Sally eats caviar.
Linguistically acceptable: no

Sentence: When ripe, these apples will be delicious.
Linguistically acceptable: yes

Sentence: Maggie hurried her sister.
Linguistically acceptable: yes

Sentence: We want John to win.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: I ordered for John to drink his beer.
Linguistically acceptable: no

Sentence: This truck spread fewer salt than that one.
Linguistically acceptable: no

Sentence: The moon glows.
Linguistically acceptable: yes

Sentence: Did Sue not pass her exam?
Linguistically acceptable: yes

Sentence: The box contained the ball from the tree.
Linguistically acceptable: ",0,0,<strong>no</strong>
"Sentence: I found myself doing need sleep.
Linguistically acceptable: no

Sentence: The candidate was dogged by charges of infidelity, or at least trying to.
Linguistically acceptable: no

Sentence: Clinton supported the health care bill.
Linguistically acceptable: yes

Sentence: The tourists will go to the park.
Linguistically acceptable: yes

Sentence: The tube was escaped by gas.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: The boy whose we elected guardian's guardian's employer president betrayed us.
Linguistically acceptable: no

Sentence: What do you believe that iron is to be a fact well known to virtually everybody?
Linguistically acceptable: no

Sentence: Memo liked lasagna.
Linguistically acceptable: yes

Sentence: I go, run, swim, jump, fly, crawl, dance, walk.
Linguistically acceptable: yes

Sentence: Water bubbled up out of the kettle.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Her family are all avid skiers.
Linguistically acceptable: no

Sentence: Celia brushed.
Linguistically acceptable: no

Sentence: Wanda taught the students French.
Linguistically acceptable: yes

Sentence: The richer John gets, the more geniuses John meets.
Linguistically acceptable: yes

Sentence: The tub leaked water.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: The Romans destroyed ruins from the city.
Linguistically acceptable: no

Sentence: How tall did Sheila marry a man?
Linguistically acceptable: no

Sentence: Every reading of Shakespeare satisfied me
Linguistically acceptable: yes

Sentence: Frances hid the presents behind the books.
Linguistically acceptable: yes

Sentence: What the water did to the bottle was fill it.
Linguistically acceptable: ",0,0,<strong>no</strong>
"Sentence: Pat handed to Chris.
Linguistically acceptable: no

Sentence: I didn't eat the ice cream and any cake.
Linguistically acceptable: no

Sentence: For John to tell Bill such a lie and Bill to believe it is outrageous.
Linguistically acceptable: yes

Sentence: Being lovely to look at has its advantages.
Linguistically acceptable: yes

Sentence: What the water did to the whole bottle was fill it.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: They represented seriously Mary as a genuine linguist.
Linguistically acceptable: no

Sentence: Who does Phineas know a girl who is working with?
Linguistically acceptable: no

Sentence: All the students who the papers which they submitted were lousy I'm not going to allow to register next term.
Linguistically acceptable: yes

Sentence: For you to do that would be a mistake.
Linguistically acceptable: yes

Sentence: The tank leaked the fluid free.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Lora buttered unsalted butter on the toast.
Linguistically acceptable: no

Sentence: The maple changed into an oak from a cedar.
Linguistically acceptable: no

Sentence: Show me the folder in which you stored the documents.
Linguistically acceptable: yes

Sentence: I saw only the student.
Linguistically acceptable: yes

Sentence: John lay the ball in the box.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: They are special of Bill.
Linguistically acceptable: no

Sentence: Peter is owners.
Linguistically acceptable: no

Sentence: Gilgamesh is not reading the cuneiform tablets.
Linguistically acceptable: yes

Sentence: Jerry wouldn't read a book by Babel, but Meryl has done so and it was pretty good.
Linguistically acceptable: yes

Sentence: John owns the book.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Those are the folks that you just solve this problem and you'll be able to put them on ice.
Linguistically acceptable: no

Sentence: The cages which we donated wire for the convicts to build with are strong.
Linguistically acceptable: no

Sentence: I saw the brilliant one with long hair.
Linguistically acceptable: yes

Sentence: They praised the volunteers' dedication.
Linguistically acceptable: yes

Sentence: We persuaded Mary to leave and Sue to stay.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Gilgamesh flew not the broomstick.
Linguistically acceptable: no

Sentence: That whether the world is round is unknown bothered Athena.
Linguistically acceptable: no

Sentence: I won't ask you to believe that he tried to force me to give her some money.
Linguistically acceptable: yes

Sentence: We talked about the fact that he was sick for days.
Linguistically acceptable: yes

Sentence: Most people probably consider, even though the courts didn't actually find, Klaus guilty of murder.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: What table will he put the chair between and some sofa?
Linguistically acceptable: no

Sentence: Any zebras can't fly.
Linguistically acceptable: no

Sentence: Sam didn't pick those packages up which are to be mailed tomorrow until it had stopped raining.
Linguistically acceptable: yes

Sentence: The boat was sunk to collect the insurance.
Linguistically acceptable: yes

Sentence: Mary beautifully plays the violin.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: He analysis her was flawed
Linguistically acceptable: no

Sentence: We gave him enough opportunity and, sure enough, every senator succumbed to corruption.
Linguistically acceptable: no

Sentence: I presented a solution to the problem yesterday.
Linguistically acceptable: yes

Sentence: The judge presented the winner with a prize.
Linguistically acceptable: yes

Sentence: Clearly, John probably will immediately learn French perfectly.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: I dislike it for him to tickle myself.
Linguistically acceptable: no

Sentence: Mary didn't see almost every flower.
Linguistically acceptable: no

Sentence: Brian wiped the fingerprints from under the cupboard.
Linguistically acceptable: yes

Sentence: Medea might have given Jason a poisoned robe (just treat a poisoned robe as an NP
Linguistically acceptable: yes

Sentence: Sue gave to Bill a book.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: We proclaimed to the public John to be a hero.
Linguistically acceptable: no

Sentence: He seems to become more corrupt, the more lobbyists any senator talks to.
Linguistically acceptable: no

Sentence: The President thanked every soldier who had fought in the.
Linguistically acceptable: yes

Sentence: Who do you think it is that Mary met?
Linguistically acceptable: yes

Sentence: The men will all leave.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: Who does Phineas know a girl working with?
Linguistically acceptable: no

Sentence: Cynthia ate on the peach.
Linguistically acceptable: no

Sentence: Mag Wildwood came to introduce the bartender but I came precisely not to.
Linguistically acceptable: yes

Sentence: Steve tossed the ball over the fence.
Linguistically acceptable: yes

Sentence: John went home.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: Ron wanted to wear a tuxedo to the party, but Caspar couldn't decide whether to.
Linguistically acceptable: no

Sentence: The monkeys seem want to leave the meeting.
Linguistically acceptable: no

Sentence: You washed yourself.
Linguistically acceptable: yes

Sentence: He continued writing poems.
Linguistically acceptable: yes

Sentence: They represented seriously to the dean Mary as a genuine linguist.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: Jill gave the ball at Bob.
Linguistically acceptable: no

Sentence: We proclaimed to the public John to be a hero.
Linguistically acceptable: no

Sentence: Bill had an accident.
Linguistically acceptable: yes

Sentence: She is dancing.
Linguistically acceptable: yes

Sentence: Us love they.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: I wonder what who bought?
Linguistically acceptable: no

Sentence: What Julie did of Lloyd was become fond.
Linguistically acceptable: no

Sentence: I spoke to Bill about himself.
Linguistically acceptable: yes

Sentence: The owl hated the evil bat and loved the wise eagle.
Linguistically acceptable: yes

Sentence: It is nice to go abroad.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: a pencil with that to write broke.
Linguistically acceptable: no

Sentence: I stalked for game in the woods.
Linguistically acceptable: no

Sentence: Tony bent the rod against the table.
Linguistically acceptable: yes

Sentence: We expect them to examine themselves.
Linguistically acceptable: yes

Sentence: Mary intended John to go abroad.
Linguistically acceptable: ",0,0,<strong>no</strong>
"Sentence: Which language do you want to hire someone who speaks?
Linguistically acceptable: no

Sentence: I have might be flying helicopters.
Linguistically acceptable: no

Sentence: Crystal vases break easily.
Linguistically acceptable: yes

Sentence: For you to do that would be a mistake.
Linguistically acceptable: yes

Sentence: I remembered having kissed Mary.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: This movie just watches itself.
Linguistically acceptable: no

Sentence: $10 was cost by this book.
Linguistically acceptable: no

Sentence: He'll no can do it, will he?
Linguistically acceptable: yes

Sentence: Anne is curious as to why her father sent her a telegram to America to return home at once.
Linguistically acceptable: yes

Sentence: I can't believe Fred won't, either.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: I, I like beer.
Linguistically acceptable: no

Sentence: There tried to be intelligent.
Linguistically acceptable: no

Sentence: To behave oneself in public is expected.
Linguistically acceptable: yes

Sentence: She laughed from embarrassment.
Linguistically acceptable: yes

Sentence: John wants to read Fred's story, and I also want to.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: How did Sheila marry tall a man?
Linguistically acceptable: no

Sentence: Gilgamesh has been not reading the cuneiform tablets.
Linguistically acceptable: no

Sentence: He would not finish.
Linguistically acceptable: yes

Sentence: That picture of Jenny in a rubber dress doesn't flatter her.
Linguistically acceptable: yes

Sentence: We wanted to invite someone, but we couldn't decide who to.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: I gave Jack Ed's picture of myself.
Linguistically acceptable: no

Sentence: The more obnoxious Fred, the less you should pay attention to him.
Linguistically acceptable: no

Sentence: I hit the ball.
Linguistically acceptable: yes

Sentence: I claimed that she was pregnant
Linguistically acceptable: yes

Sentence: Mary will read Fred's story, and Joe will read Holly's.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Absolutely an owl hunts mice.
Linguistically acceptable: no

Sentence: Aphrodite do freed animals.
Linguistically acceptable: no

Sentence: I wanted to leave.
Linguistically acceptable: yes

Sentence: That the march should go ahead and that it should be cancelled have been argued by different people at different times.
Linguistically acceptable: yes

Sentence: Mary claimed that eating cabbage, Holly shouldn't.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: They expected us to should leave him.
Linguistically acceptable: no

Sentence: the person stood on my foot is heavy.
Linguistically acceptable: no

Sentence: John believes that Bill has slept.
Linguistically acceptable: yes

Sentence: Linda winked.
Linguistically acceptable: yes

Sentence: Mary came to be introduced by the bartender and I also came to be.
Linguistically acceptable: ",0,0,<strong>no</strong>
"Sentence: Willy is taller than that Bill is is generally believed.
Linguistically acceptable: no

Sentence: Whiskey do I drink.
Linguistically acceptable: no

Sentence: Humans love to eat those pigs.
Linguistically acceptable: yes

Sentence: Everyone keep your mouth shut tighter, the more John eats, OK?
Linguistically acceptable: yes

Sentence: If I can, I will work on it.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: I wanted that he should leave.
Linguistically acceptable: no

Sentence: Although Mag doesn't eggplants, Sally eats cabbage.
Linguistically acceptable: no

Sentence: I am delighted that Mary finished his thesis.
Linguistically acceptable: yes

Sentence: The electric main joins the house circuit in the basement.
Linguistically acceptable: yes

Sentence: Joe's neuroses bother his patrons, and Sally does too.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Mary wrote a letter to himself last year.
Linguistically acceptable: no

Sentence: The thief chased down the street.
Linguistically acceptable: no

Sentence: Maxwell isn't half the doctor that feared Marge would realize Tom had confessed that he knew Bill expected him to be.
Linguistically acceptable: yes

Sentence: Dorothy needs her for her skills.
Linguistically acceptable: yes

Sentence: I know which book José didn't read for class, and which book Lilly did it for him.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: At 4 p.m. I saw John lecturing to anyone who was near him.
Linguistically acceptable: no

Sentence: Mary not avoided Bill.
Linguistically acceptable: no

Sentence: We consider Leslie rather foolish, and Lou a complete idiot.
Linguistically acceptable: yes

Sentence: John leave for Seoul tomorrow?
Linguistically acceptable: yes

Sentence: This is the book which Bob reviewed, and this is the one which Fred won't do it.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: He does may leave here.
Linguistically acceptable: no

Sentence: I sent she away.
Linguistically acceptable: no

Sentence: only the student left.
Linguistically acceptable: yes

Sentence: That the visiting team won the race could surprise them.
Linguistically acceptable: yes

Sentence: I know which book Mag read, and which book Bob said that you hadn't.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: It never occurred to Harvey because he is insensitive to other people's desires that, I might want to leave.
Linguistically acceptable: no

Sentence: The senators to be certain that the president is telling a lie.
Linguistically acceptable: no

Sentence: The beans were grown by the gardener.
Linguistically acceptable: yes

Sentence: This scratch will cost Kim $500 to fix.
Linguistically acceptable: yes

Sentence: I know which book Mag read, and which book Bob read my report that you hadn't.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: Truman told the story Bob.
Linguistically acceptable: no

Sentence: They caused him to become angry by making him.
Linguistically acceptable: no

Sentence: The beaver built a dam.
Linguistically acceptable: yes

Sentence: The paper incorporates the new results.
Linguistically acceptable: yes

Sentence: I'm sure I would like him to eat fruit more than I would cookies.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: John in the doorway waved to his father.
Linguistically acceptable: no

Sentence: They let him go yesterday, he.
Linguistically acceptable: no

Sentence: The clown was amusing to the children.
Linguistically acceptable: yes

Sentence: Paula swatted at the fly.
Linguistically acceptable: yes

Sentence: Rusty talked about himself only after Mary did talk about him.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Megan loves.
Linguistically acceptable: no

Sentence: Tom got understood to have asked for a refund.
Linguistically acceptable: no

Sentence: All the dragons had escaped.
Linguistically acceptable: yes

Sentence: Medea poisoned more children than Jason did.
Linguistically acceptable: yes

Sentence: Fred talked about everything before Rusty did talk about something.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: I intoned fruit
Linguistically acceptable: no

Sentence: 1 put the book after the party on the table.
Linguistically acceptable: no

Sentence: He I often sees Mary.
Linguistically acceptable: yes

Sentence: This is the student pictures of whom appeared in the newspaper.
Linguistically acceptable: yes

Sentence: John often meets Mary.
Linguistically acceptable: ",1,1,"1

Sentence"
"Sentence: Myself shaved me.
Linguistically acceptable: no

Sentence: Sally eats pretty often the stuff.
Linguistically acceptable: no

Sentence: He's bound to could do it
Linguistically acceptable: yes

Sentence: Look after yourself!
Linguistically acceptable: yes

Sentence: The problem perceives easily.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: the road blocked with a stone.
Linguistically acceptable: no

Sentence: John's quilt's upper right-hand corner has a hole.
Linguistically acceptable: no

Sentence: More has happened in the last week than will happen in the next year.
Linguistically acceptable: yes

Sentence: Mary believed John to have loved her.
Linguistically acceptable: yes

Sentence: A hundred men surrounded the fort.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Ellen said to Helen.
Linguistically acceptable: no

Sentence: Bill would be easy for it to become expensive for you to chat with in Moscow.
Linguistically acceptable: no

Sentence: Sally eats the stuff more.
Linguistically acceptable: yes

Sentence: The cat is out of the bag.
Linguistically acceptable: yes

Sentence: We elected me.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: The fact, I put it down to that Kim came.
Linguistically acceptable: no

Sentence: Kiss pigs is my happiest memory
Linguistically acceptable: no

Sentence: Which books did Robin read and hate?
Linguistically acceptable: yes

Sentence: Our friends won't buy this analysis, let alone the next one we propose.
Linguistically acceptable: yes

Sentence: Which report that John was incompetent did he submit?
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: What do you remember where we bought?
Linguistically acceptable: no

Sentence: If did Emma leave Hartfield, Mr Woodhouse would be unhappy.
Linguistically acceptable: no

Sentence: Tom hid the manuscript in the cupboard.
Linguistically acceptable: yes

Sentence: John studied hard to pass the exam.
Linguistically acceptable: yes

Sentence: Mary has always preferred lemons to limes.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: Who did you wonder what kissed?
Linguistically acceptable: no

Sentence: What the stone did to the whole wall was hit it.
Linguistically acceptable: no

Sentence: It annoys people that dogs bark.
Linguistically acceptable: yes

Sentence: Alison poked Daisy in the ribs.
Linguistically acceptable: yes

Sentence: He let the cats which were whining out.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: Our rabbit and the neighbor's cat like them.
Linguistically acceptable: no

Sentence: John tries to meet not Mary.
Linguistically acceptable: no

Sentence: He replied that he was happy.
Linguistically acceptable: yes

Sentence: How brave he is!
Linguistically acceptable: yes

Sentence: What did Bill buy?
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: The more books I ask to whom he will give, the more he reads.
Linguistically acceptable: no

Sentence: It is order one first that you should do first.
Linguistically acceptable: no

Sentence: Why did you kill Pegasus?
Linguistically acceptable: yes

Sentence: It really bites that we invaded Iraq.
Linguistically acceptable: yes

Sentence: Mary saw the boy walking toward the railroad station.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Oliver fined ten pounds to the prisoner.
Linguistically acceptable: no

Sentence: This building is taller and taller.
Linguistically acceptable: no

Sentence: Carla slid the books across the table.
Linguistically acceptable: yes

Sentence: The more obnoxious Fred is, the less attention you should pay to him.
Linguistically acceptable: yes

Sentence: A proof that the claim had been. made was giver that John had lied.
Linguistically acceptable: ",0,0,<strong>no</strong>
"Sentence: The car honked down the road.
Linguistically acceptable: no

Sentence: My nephew could write letters the postcards to his parents.
Linguistically acceptable: no

Sentence: This boy must not go to school, and his father must not go to school either.
Linguistically acceptable: yes

Sentence: That gangsters had bribed him was denied by the sheriff.
Linguistically acceptable: yes

Sentence: He attributed to a short circuit which was caused by an overloaded transducer the fire which destroyed most of my factory.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Tessa cut.
Linguistically acceptable: no

Sentence: On that meeting I'd like to sit in.
Linguistically acceptable: no

Sentence: Pat wanted to try to go to Berne, and Chris to go to Rome. to Rome.
Linguistically acceptable: yes

Sentence: Who in this class thinks he is smart?
Linguistically acceptable: yes

Sentence: The mayor regarded as being absurd the proposal to build a sidewalk from Dartmouth to Smith.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: The jeweller decorated the name on the ring.
Linguistically acceptable: no

Sentence: The children were in their rooms or happily.
Linguistically acceptable: no

Sentence: The box contains many tools.
Linguistically acceptable: yes

Sentence: Gilgamesh has eaten the honey
Linguistically acceptable: yes

Sentence: I want that Bill left to remain a secret.
Linguistically acceptable: ",0,0,<strong>no</strong>
"Sentence: I lent the book most of the way to Tony.
Linguistically acceptable: no

Sentence: Who does Phineas know a girl who is jealous of?.
Linguistically acceptable: no

Sentence: The kangaroo hopped over the truck.
Linguistically acceptable: yes

Sentence: I don't know whether to agree with him or not.
Linguistically acceptable: yes

Sentence: I know a man who Tom drives as drives.
Linguistically acceptable: ",0,0,<b>no</b>
