prompt,gt,pred,generated_text
"Sentence: the box contains little tool.
Linguistically acceptable: no

Sentence: The man's standing over there hat impressed me greatly.
Linguistically acceptable: no

Sentence: I ran a man who was old down.
Linguistically acceptable: no

Sentence: Gilgamesh never has flown a dragon.
Linguistically acceptable: no

Sentence: Smith wants the picture to be removed from the office.
Linguistically acceptable: yes

Sentence: The students all worked that summer.
Linguistically acceptable: yes

Sentence: Lydia eloped with Wickham yesterday.
Linguistically acceptable: yes

Sentence: Brenda and Molly haggled.
Linguistically acceptable: yes

Sentence: The more Fred is obnoxious, the less attention you should pay to him.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: A pastor was executed, notwithstanding on many applications in favor of him.
Linguistically acceptable: no

Sentence: Robin arrived most of the way at the station.
Linguistically acceptable: no

Sentence: Jennifer craned.
Linguistically acceptable: no

Sentence: Janet broke at the vase.
Linguistically acceptable: no

Sentence: With him sick, the team is in trouble.
Linguistically acceptable: yes

Sentence: The tourists will go to the park.
Linguistically acceptable: yes

Sentence: John promised Bill to leave.
Linguistically acceptable: yes

Sentence: The pliers bent the rod.
Linguistically acceptable: yes

Sentence: John was lots more obnoxious than Fred.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: John bought any picture of Queen Elizabeth.
Linguistically acceptable: no

Sentence: I enjoy him taking a bath.
Linguistically acceptable: no

Sentence: Jean reads never this newspaper.
Linguistically acceptable: no

Sentence: I talked to Winston about him.
Linguistically acceptable: no

Sentence: The hot potato which there were several hundred people yelling for me to put down gently turned out to have been filled with TNT.
Linguistically acceptable: yes

Sentence: John seemed to be a great linguist.
Linguistically acceptable: yes

Sentence: Two students speak each language.
Linguistically acceptable: yes

Sentence: The owl hated the evil bat and loved the wise eagle.
Linguistically acceptable: yes

Sentence: The more people you give beer to, the more people get sick.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Henri told Sue in the drawer that Bill put socks.
Linguistically acceptable: no

Sentence: a pencil with that to write broke.
Linguistically acceptable: no

Sentence: It is deadly afraid of flying that John became.
Linguistically acceptable: no

Sentence: There soared oil in price.
Linguistically acceptable: no

Sentence: What do you think Matt kissed?
Linguistically acceptable: yes

Sentence: David constructed a house out of bricks.
Linguistically acceptable: yes

Sentence: Amanda carried the package from Boston to New York.
Linguistically acceptable: yes

Sentence: I inquired if we could leave early.
Linguistically acceptable: yes

Sentence: The more does Bill smoke, the more Susan hates him.
Linguistically acceptable: ",0,0,<strong>no</strong>
"Sentence: Odysseus attempted the helmsman to hear the sirens.
Linguistically acceptable: no

Sentence: Enough Sally eats caviar.
Linguistically acceptable: no

Sentence: Many people were there playing on the beach
Linguistically acceptable: no

Sentence: The heat soared the temperature.
Linguistically acceptable: no

Sentence: We made enough puddings to last for days.
Linguistically acceptable: yes

Sentence: Linguistics students like phonetics tutorials.
Linguistically acceptable: yes

Sentence: The moon glows.
Linguistically acceptable: yes

Sentence: Did Sue not pass her exam?
Linguistically acceptable: yes

Sentence: The more pictures of him that appear in the news, the more embarrassed John becomes.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: I found myself doing need sleep.
Linguistically acceptable: no

Sentence: The candidate was dogged by charges of infidelity, or at least trying to.
Linguistically acceptable: no

Sentence: For John to remove the mother is undeniable.
Linguistically acceptable: no

Sentence: Medea tried Medea to poison her children.
Linguistically acceptable: no

Sentence: Her efficient looking up of the answer pleased the boss.
Linguistically acceptable: yes

Sentence: Erin never keeps her pencils in the correct drawer.
Linguistically acceptable: yes

Sentence: Memo liked lasagna.
Linguistically acceptable: yes

Sentence: I go, run, swim, jump, fly, crawl, dance, walk.
Linguistically acceptable: yes

Sentence: Every senator seems to become more corrupt, as he talks to more lobbyists.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Her family are all avid skiers.
Linguistically acceptable: no

Sentence: Celia brushed.
Linguistically acceptable: no

Sentence: The old and new carts banged.
Linguistically acceptable: no

Sentence: The more he eats, the fatter he goes to a doctor when he gets.
Linguistically acceptable: no

Sentence: Gilgamesh didn't leave.
Linguistically acceptable: yes

Sentence: The convict escaped from the police.
Linguistically acceptable: yes

Sentence: That it was obvious that it would confuse the guards for Herschel to throw a fit is not true.
Linguistically acceptable: yes

Sentence: Every reading of Shakespeare satisfied me
Linguistically acceptable: yes

Sentence: Who does John visit Sally because he likes?
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: Doug removed the scratches to nowhere.
Linguistically acceptable: no

Sentence: Pat handed to Chris.
Linguistically acceptable: no

Sentence: I didn't eat the ice cream and any cake.
Linguistically acceptable: no

Sentence: I read some book.
Linguistically acceptable: no

Sentence: Being lovely to look at has its advantages.
Linguistically acceptable: yes

Sentence: They fed the meat to the lions raw.
Linguistically acceptable: yes

Sentence: Jack is claiming you won't need it.
Linguistically acceptable: yes

Sentence: All the students who the papers which they submitted were lousy I'm not going to allow to register next term.
Linguistically acceptable: yes

Sentence: Marianne did not leave.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Lora buttered unsalted butter on the toast.
Linguistically acceptable: no

Sentence: The maple changed into an oak from a cedar.
Linguistically acceptable: no

Sentence: Julie maintained if the barman was sober.
Linguistically acceptable: no

Sentence: They are special of Bill.
Linguistically acceptable: no

Sentence: Jean was given a prize.
Linguistically acceptable: yes

Sentence: Gilgamesh is not reading the cuneiform tablets.
Linguistically acceptable: yes

Sentence: Jerry wouldn't read a book by Babel, but Meryl has done so and it was pretty good.
Linguistically acceptable: yes

Sentence: He could not have been working.
Linguistically acceptable: yes

Sentence: He could not] have been working.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: The cages which we donated wire for the convicts to build with are strong.
Linguistically acceptable: no

Sentence: The bicycle gave to me.
Linguistically acceptable: no

Sentence: Gilgamesh flew not the broomstick.
Linguistically acceptable: no

Sentence: That whether the world is round is unknown bothered Athena.
Linguistically acceptable: no

Sentence: I won't ask you to believe that he tried to force me to give her some money.
Linguistically acceptable: yes

Sentence: We talked about the fact that he was sick for days.
Linguistically acceptable: yes

Sentence: She asked a man who was near the window whether it looked like rain.
Linguistically acceptable: yes

Sentence: They wouldn't leave soon.
Linguistically acceptable: yes

Sentence: He can not have been working.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: We elected employer president the boy's guardian's.
Linguistically acceptable: no

Sentence: The children eat all chocolate.
Linguistically acceptable: no

Sentence: He analysis her was flawed
Linguistically acceptable: no

Sentence: We gave him enough opportunity and, sure enough, every senator succumbed to corruption.
Linguistically acceptable: no

Sentence: I presented a solution to the problem yesterday.
Linguistically acceptable: yes

Sentence: The judge presented the winner with a prize.
Linguistically acceptable: yes

Sentence: Who has drunk my whiskey?
Linguistically acceptable: yes

Sentence: Tom ordered bacon, and Dick lettuce, and Harry tomatoes.
Linguistically acceptable: yes

Sentence: You will believe Bob.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Mary didn't see almost every flower.
Linguistically acceptable: no

Sentence: I put the book to Sally.
Linguistically acceptable: no

Sentence: We proclaimed to the public John to be a hero.
Linguistically acceptable: no

Sentence: He seems to become more corrupt, the more lobbyists any senator talks to.
Linguistically acceptable: no

Sentence: The President thanked every soldier who had fought in the.
Linguistically acceptable: yes

Sentence: Who do you think it is that Mary met?
Linguistically acceptable: yes

Sentence: I doubt that Mary reads mysteries.
Linguistically acceptable: yes

Sentence: You are too flip with people who are jealous of you.
Linguistically acceptable: yes

Sentence: John has not kissed Mary.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Cynthia ate on the peach.
Linguistically acceptable: no

Sentence: John wanted to leave the room happy and leave the room he did happy.
Linguistically acceptable: no

Sentence: Doug removed the tabletop of scratches.
Linguistically acceptable: no

Sentence: Ron wanted to wear a tuxedo to the party, but Caspar couldn't decide whether to.
Linguistically acceptable: no

Sentence: I showed Mary several portraits of herself.
Linguistically acceptable: yes

Sentence: I don't know the people present.
Linguistically acceptable: yes

Sentence: You washed yourself.
Linguistically acceptable: yes

Sentence: He continued writing poems.
Linguistically acceptable: yes

Sentence: I said that never in my life had I seen a place like Bangor.
Linguistically acceptable: ",1,1,<b>yes</b>
"Sentence: Jill gave the ball at Bob.
Linguistically acceptable: no

Sentence: We proclaimed to the public John to be a hero.
Linguistically acceptable: no

Sentence: Who was the book sent by John.
Linguistically acceptable: no

Sentence: Who did you like and John?
Linguistically acceptable: no

Sentence: John tried.
Linguistically acceptable: yes

Sentence: I've been at work for six hours.
Linguistically acceptable: yes

Sentence: I spoke to Bill about himself.
Linguistically acceptable: yes

Sentence: The owl hated the evil bat and loved the wise eagle.
Linguistically acceptable: yes

Sentence: Mickey looked up it.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: a pencil with that to write broke.
Linguistically acceptable: no

Sentence: I stalked for game in the woods.
Linguistically acceptable: no

Sentence: Cynthia gobbled .
Linguistically acceptable: no

Sentence: John did not rain.
Linguistically acceptable: no

Sentence: Genie intoned that she was tired
Linguistically acceptable: yes

Sentence: The cat ate the spider.
Linguistically acceptable: yes

Sentence: The cook saved no scraps for the dog.
Linguistically acceptable: yes

Sentence: Crystal vases break easily.
Linguistically acceptable: yes

Sentence: There tended to be a lot of discussion.
Linguistically acceptable: ",1,1,<strong>yes</strong>
"Sentence: This movie just watches itself.
Linguistically acceptable: no

Sentence: $10 was cost by this book.
Linguistically acceptable: no

Sentence: I acknowledged that my father, he was tight as an owl.
Linguistically acceptable: no

Sentence: I, I like beer.
Linguistically acceptable: no

Sentence: This Government has been more transparent in the way they have dealt with public finances than any previous government.
Linguistically acceptable: yes

Sentence: To behave oneself in public is expected.
Linguistically acceptable: yes

Sentence: She laughed from embarrassment.
Linguistically acceptable: yes

Sentence: It is not true that it was obvious that it would confuse the guards for Herschel to throw a fit.
Linguistically acceptable: yes

Sentence: John tried to be a good boy.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Gilgamesh has been not reading the cuneiform tablets.
Linguistically acceptable: no

Sentence: The with milk coffee is hot.
Linguistically acceptable: no

Sentence: I gave Jack Ed's picture of myself.
Linguistically acceptable: no

Sentence: The more obnoxious Fred, the less you should pay attention to him.
Linguistically acceptable: no

Sentence: I hit the ball.
Linguistically acceptable: yes

Sentence: I claimed that she was pregnant
Linguistically acceptable: yes

Sentence: This is the book which I need to read.
Linguistically acceptable: yes

Sentence: What did Frank buy for Jane?
Linguistically acceptable: yes

Sentence: John is eager.
Linguistically acceptable: ",1,1,<b>yes</b>
"Sentence: Tracy has become a republican and of the opinion that we must place nuclear weapons in Europe.
Linguistically acceptable: no

Sentence: John placed behind the counter.
Linguistically acceptable: no

Sentence: They expected us to should leave him.
Linguistically acceptable: no

Sentence: the person stood on my foot is heavy.
Linguistically acceptable: no

Sentence: John believes that Bill has slept.
Linguistically acceptable: yes

Sentence: Linda winked.
Linguistically acceptable: yes

Sentence: I deny that it is certain that Bob has any money.
Linguistically acceptable: yes

Sentence: John gave Mary, and Joan presented to Fred, books which looked.
Linguistically acceptable: yes

Sentence: We want John to win.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: The more pictures Mary looked at, she got angrier and angrier.
Linguistically acceptable: no

Sentence: I wanted that he should leave.
Linguistically acceptable: no

Sentence: Although Mag doesn't eggplants, Sally eats cabbage.
Linguistically acceptable: no

Sentence: The committee hasn't yet made up their mind.
Linguistically acceptable: no

Sentence: The electric main joins the house circuit in the basement.
Linguistically acceptable: yes

Sentence: Everybody who attended last week's huge rally signed the petition.
Linguistically acceptable: yes

Sentence: John offers few suggestions.
Linguistically acceptable: yes

Sentence: Maxwell isn't half the doctor that feared Marge would realize Tom had confessed that he knew Bill expected him to be.
Linguistically acceptable: yes

Sentence: The box contained the ball from the tree.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: Paula swatted the cloth through the fly.
Linguistically acceptable: no

Sentence: At 4 p.m. I saw John lecturing to anyone who was near him.
Linguistically acceptable: no

Sentence: Mary not avoided Bill.
Linguistically acceptable: no

Sentence: The pig grunt
Linguistically acceptable: no

Sentence: John leave for Seoul tomorrow?
Linguistically acceptable: yes

Sentence: Did Medea poison Jason?
Linguistically acceptable: yes

Sentence: Will Tom leave the party now?
Linguistically acceptable: yes

Sentence: The vase stood on the table in the hall.
Linguistically acceptable: yes

Sentence: The tube was escaped by gas.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: It never occurred to Harvey because he is insensitive to other people's desires that, I might want to leave.
Linguistically acceptable: no

Sentence: The senators to be certain that the president is telling a lie.
Linguistically acceptable: no

Sentence: the paper to finish by tomorrow is too long.
Linguistically acceptable: no

Sentence: 1 put the book after the party on the table.
Linguistically acceptable: no

Sentence: What Mary prefers is her ice cream in a cone.
Linguistically acceptable: yes

Sentence: Who does he admire?
Linguistically acceptable: yes

Sentence: Bill rolled out of the room.
Linguistically acceptable: yes

Sentence: The beaver built a dam.
Linguistically acceptable: yes

Sentence: Water bubbled up out of the kettle.
Linguistically acceptable: ",1,1,<b>yes</b>
"Sentence: Like after tasting.
Linguistically acceptable: no

Sentence: John in the doorway waved to his father.
Linguistically acceptable: no

Sentence: They let him go yesterday, he.
Linguistically acceptable: no

Sentence: The fence hits easily.
Linguistically acceptable: no

Sentence: Paula swatted at the fly.
Linguistically acceptable: yes

Sentence: The girl he met at the departmental party will very surely call him.
Linguistically acceptable: yes

Sentence: He's enough of a fool to try it.
Linguistically acceptable: yes

Sentence: No one believes that he is a fool.
Linguistically acceptable: yes

Sentence: The tub leaked water.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: I intoned fruit
Linguistically acceptable: no

Sentence: 1 put the book after the party on the table.
Linguistically acceptable: no

Sentence: You will Bob believe.
Linguistically acceptable: no

Sentence: When I read them and enjoyed them was not until I was perhaps twenty-five.
Linguistically acceptable: no

Sentence: Many fish are in the sea.
Linguistically acceptable: yes

Sentence: Did the wealthy young man buy that piano for his secret fiancée?
Linguistically acceptable: yes

Sentence: Ray found it frustrating that his policies made little impact on poverty.
Linguistically acceptable: yes

Sentence: He's bound to could do it
Linguistically acceptable: yes

Sentence: What the water did to the bottle was fill it.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: the road blocked with a stone.
Linguistically acceptable: no

Sentence: John's quilt's upper right-hand corner has a hole.
Linguistically acceptable: no

Sentence: I've never seen you ate asparagus.
Linguistically acceptable: no

Sentence: Us love their.
Linguistically acceptable: no

Sentence: Tony broke the window with a hammer.
Linguistically acceptable: yes

Sentence: Where did they go all for their holidays?
Linguistically acceptable: yes

Sentence: Fred kicked the ball behind the tree.
Linguistically acceptable: yes

Sentence: Sally eats the stuff more.
Linguistically acceptable: yes

Sentence: What the water did to the whole bottle was fill it.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: Climb to the top, they do climb to the top.
Linguistically acceptable: no

Sentence: The fact, I put it down to that Kim came.
Linguistically acceptable: no

Sentence: Kiss pigs is my happiest memory
Linguistically acceptable: no

Sentence: Who seemed that had poisoned Jason?
Linguistically acceptable: no

Sentence: Our friends won't buy this analysis, let alone the next one we propose.
Linguistically acceptable: yes

Sentence: John strived to be successful.
Linguistically acceptable: yes

Sentence: Doug went to Chicago.
Linguistically acceptable: yes

Sentence: Tom hid the manuscript in the cupboard.
Linguistically acceptable: yes

Sentence: The tank leaked the fluid free.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: John deposited some money in the checking account and Mary did the same thing in the savings account.
Linguistically acceptable: no

Sentence: Who did you wonder what kissed?
Linguistically acceptable: no

Sentence: What the stone did to the whole wall was hit it.
Linguistically acceptable: no

Sentence: Handsome though I believe the claim that Tom is, I still won't date him.
Linguistically acceptable: no

Sentence: Alison poked Daisy in the ribs.
Linguistically acceptable: yes

Sentence: Susan found every book she had been looking for at Borders.
Linguistically acceptable: yes

Sentence: Mary will complete her exam within an hour.
Linguistically acceptable: yes

Sentence: The men surrounded the fort.
Linguistically acceptable: yes

Sentence: John lay the ball in the box.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: John is prouder of having gone than nobody expected me to believe he would be.
Linguistically acceptable: no

Sentence: The more books I ask to whom he will give, the more he reads.
Linguistically acceptable: no

Sentence: It is order one first that you should do first.
Linguistically acceptable: no

Sentence: Mary speaks so much gently.
Linguistically acceptable: no

Sentence: That they have completed the course is amazing.
Linguistically acceptable: yes

Sentence: Bill bled on the floor.
Linguistically acceptable: yes

Sentence: Carla slid the books across the table.
Linguistically acceptable: yes

Sentence: The more obnoxious Fred is, the less attention you should pay to him.
Linguistically acceptable: yes

Sentence: John owns the book.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: The car honked down the road.
Linguistically acceptable: no

Sentence: My nephew could write letters the postcards to his parents.
Linguistically acceptable: no

Sentence: Where did you disappear before you hid the gold?
Linguistically acceptable: no

Sentence: He tries to put on everyone who he doesn't like.
Linguistically acceptable: no

Sentence: The president appointed Smith as press secretary.
Linguistically acceptable: yes

Sentence: Beans I don't like.
Linguistically acceptable: yes

Sentence: Pat wanted to try to go to Berne, and Chris to go to Rome. to Rome.
Linguistically acceptable: yes

Sentence: Who in this class thinks he is smart?
Linguistically acceptable: yes

Sentence: We persuaded Mary to leave and Sue to stay.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: The jeweller decorated the name on the ring.
Linguistically acceptable: no

Sentence: The children were in their rooms or happily.
Linguistically acceptable: no

Sentence: In the corner lay a dog.
Linguistically acceptable: no

Sentence: I lent the book most of the way to Tony.
Linguistically acceptable: no

Sentence: We are discussing their claim that flying saucers are real.
Linguistically acceptable: yes

Sentence: The kangaroo hopped over the truck.
Linguistically acceptable: yes

Sentence: I don't know whether to agree with him or not.
Linguistically acceptable: yes

Sentence: It was in the barn or it took place in the barn.
Linguistically acceptable: yes

Sentence: Most people probably consider, even though the courts didn't actually find, Klaus guilty of murder.
Linguistically acceptable: ",1,1,<b>yes</b>
"Sentence: I'll turn the radio down, but I won't up.
Linguistically acceptable: no

Sentence: You give every senator enough opportunity and he will succumb to corruption.
Linguistically acceptable: no

Sentence: On the line there are drying a lot of clothes.
Linguistically acceptable: no

Sentence: Calvin ate not his dinner.
Linguistically acceptable: no

Sentence: That Sam didn't pick those packages up which are to be mailed tomorrow is possible.
Linguistically acceptable: yes

Sentence: Birds sang in the trees.
Linguistically acceptable: yes

Sentence: It is this hat that I believe that he was wearing.
Linguistically acceptable: yes

Sentence: Rodney was eating some squid, wasn't he?
Linguistically acceptable: yes

Sentence: Mary beautifully plays the violin.
Linguistically acceptable: ",0,1,<b>yes</b>
"Sentence: Will Bill, this girl in the red coat will put a picture of Bill on your desk before tomorrow.
Linguistically acceptable: no

Sentence: Robin is nothing in the box.
Linguistically acceptable: no

Sentence: The boy whose guardian's we elected employer president betrayed us.
Linguistically acceptable: no

Sentence: This rock is too heavy for me to begin to decide about helping Bob to try to pick up.
Linguistically acceptable: no

Sentence: All native speakers have a grammatical competence which can generate an infinite set of grammatical sentences from a finite set of resources.
Linguistically acceptable: yes

Sentence: Fred became all the crazier, the more often Janet left.
Linguistically acceptable: yes

Sentence: The stone knocked the pole into the road.
Linguistically acceptable: yes

Sentence: I would prefer for John to be the candidate.
Linguistically acceptable: yes

Sentence: Clearly, John probably will immediately learn French perfectly.
Linguistically acceptable: ",1,0,<b>no</b>
"Sentence: Kelly buttered the bread with butter.
Linguistically acceptable: no

Sentence: Ellen warned for Helen to come.
Linguistically acceptable: no

Sentence: I praised.
Linguistically acceptable: no

Sentence: In the box put John the book.
Linguistically acceptable: no

Sentence: Kim regrets never having seen the movie.
Linguistically acceptable: yes

Sentence: Did the wealthy young man buy that piano for his secret fiancée?
Linguistically acceptable: yes

Sentence: Fruit hit the ground from the tree.
Linguistically acceptable: yes

Sentence: Who did Maria say that she'd kiss and kick?
Linguistically acceptable: yes

Sentence: Sue gave to Bill a book.
Linguistically acceptable: ",0,0,<b>no</b>
"Sentence: Not reading of Shakespeare satisfied me
Linguistically acceptable: no

Sentence: If did Emma leave Hartfield, Mr Woodhouse would be unhappy.
Linguistically acceptable: no

Sentence: Heidi investigated that John ate the cauliflower.
Linguistically acceptable: no

Sentence: Mary has more than Bill has friends enemies.
Linguistically acceptable: no

Sentence: He used to go there very often.
Linguistically acceptable: yes

Sentence: John believes himself to be the best at baseball.
Linguistically acceptable: yes

Sentence: I pushed against the table.
Linguistically acceptable: yes

Sentence: Jessica sprayed paint over the table.
Linguistically acceptable: yes

Sentence: The men will all leave.
Linguistically acceptable: ",1,0,<strong>no</strong>
"Sentence: Your books were gone most thoroughly over.
Linguistically acceptable: no

Sentence: He liked Anson.
Linguistically acceptable: no

Sentence: He washed ourselves.
Linguistically acceptable: no

Sentence: It is important the more you eat, the more careful to be.
Linguistically acceptable: no

Sentence: Handsome though I believe that Dick is, I'm still going to marry Herman.
Linguistically acceptable: yes

Sentence: What did Bill allege that Roger had eaten?
Linguistically acceptable: yes

Sentence: The ball rolled.
Linguistically acceptable: yes

Sentence: John believed that he is honest.
Linguistically acceptable: yes

Sentence: John went home.
Linguistically acceptable: ",1,1,<b>yes</b>
"Sentence: Sally wishes that everyone would praise herself.
Linguistically acceptable: no

Sentence: The roof is leaked.
Linguistically acceptable: no

Sentence: That that John showed up pleased her was obvious.
Linguistically acceptable: no

Sentence: Seems John to fix the computer.
Linguistically acceptable: no

Sentence: I doubt that Mary reads mysteries.
Linguistically acceptable: yes

Sentence: Who is reading a book that criticizes who?
Linguistically acceptable: yes

Sentence: The medium contains ions.
Linguistically acceptable: yes

Sentence: The rabbit vanished into thin air.
Linguistically acceptable: yes

Sentence: They represented seriously to the dean Mary as a genuine linguist.
Linguistically acceptable: ",0,0,<b>no</b>
